day,MJD,date,r,theta,phi,x,y,z
91.4,58575.4,2019-04-02 09:36:00,0.999484644937,94.78023014,191.12364187999998,-0.9772614215355506,-0.19214876895078947,-0.08329106637542903
91.5,58575.5,2019-04-02 12:00:00,0.999513723894,94.81872634999999,191.2148245,-0.9769262424543701,-0.19369818189540003,-0.08396269307632012
91.6,58575.6,2019-04-02 14:24:00,0.9995428028510001,94.85722256,191.30600712,-0.9765910633731896,-0.19524759484001059,-0.0846343197772112
91.7,58575.7,2019-04-02 16:48:00,0.999571881808,94.89571877,191.39718974,-0.976255884292009,-0.19679700778462117,-0.08530594647810227
91.8,58575.8,2019-04-02 19:12:00,0.999600960765,94.93421498000001,191.48837236,-0.9759207052108284,-0.19834642072923173,-0.08597757317899335
91.9,58575.9,2019-04-02 21:36:00,0.999630039722,94.97271119,191.57955497999998,-0.9755855261296479,-0.1998958336738423,-0.08664919987988443
92.0,58576.0,2019-04-03 00:00:00,0.999659118679,95.0112074,191.6707376,-0.9752503470484674,-0.20144524661845287,-0.0873208265807755
92.1,58576.1,2019-04-03 02:24:00,0.9996880885914,95.04955700000001,191.76197784,-0.9748861351635849,-0.20298872163005194,-0.08798989073403743
92.2,58576.2,2019-04-03 04:48:00,0.9997170585038,95.08790660000001,191.85321808,-0.9745219232787025,-0.20453219664165104,-0.08865895488729937
92.3,58576.3,2019-04-03 07:12:00,0.9997460284162001,95.1262562,191.94445832,-0.97415771139382,-0.2060756716532501,-0.0893280190405613
92.4,58576.4,2019-04-03 09:36:00,0.9997749983286001,95.1646058,192.03569856,-0.9737934995089376,-0.20761914666484918,-0.08999708319382324
92.5,58576.5,2019-04-03 12:00:00,0.999803968241,95.20295540000001,192.1269388,-0.9734292876240551,-0.20916262167644828,-0.09066614734708517
92.6,58576.6,2019-04-03 14:24:00,0.9998329381534,95.24130500000001,192.21817904,-0.9730650757391726,-0.21070609668804735,-0.0913352115003471
92.7,58576.7,2019-04-03 16:48:00,0.9998619080658,95.27965460000001,192.30941928,-0.9727008638542901,-0.21224957169964642,-0.09200427565360904
92.8,58576.8,2019-04-03 19:12:00,0.9998908779782001,95.3180042,192.40065951999998,-0.9723366519694077,-0.2137930467112455,-0.09267333980687097
92.9,58576.9,2019-04-03 21:36:00,0.9999198478906001,95.35635380000001,192.49189976,-0.9719724400845252,-0.2153365217228446,-0.09334240396013291
93.0,58577.0,2019-04-04 00:00:00,0.999948817803,95.39470340000001,192.58314,-0.9716082281996428,-0.21687999673444366,-0.09401146811339484
93.1,58577.1,2019-04-04 02:24:00,0.9999776602582,95.43289632000001,192.67444447,-0.9712151108300351,-0.21841705269404718,-0.09467776301552949
93.2,58577.2,2019-04-04 04:48:00,1.0000065027134,95.47108924000001,192.76574893999998,-0.9708219934604274,-0.2199541086536507,-0.09534405791766416
93.3,58577.3,2019-04-04 07:12:00,1.0000353451686,95.50928216,192.85705341,-0.9704288760908198,-0.22149116461325424,-0.09601035281979883
93.4,58577.4,2019-04-04 09:36:00,1.0000641876238,95.54747508,192.94835787999997,-0.9700357587212122,-0.22302822057285776,-0.09667664772193349
93.5,58577.5,2019-04-04 12:00:00,1.0000930300789999,95.585668,193.03966235,-0.9696426413516045,-0.22456527653246128,-0.09734294262406815
93.6,58577.6,2019-04-04 14:24:00,1.0001218725342,95.62386092,193.13096682,-0.9692495239819968,-0.2261023324920648,-0.09800923752620282
93.7,58577.7,2019-04-04 16:48:00,1.0001507149894,95.66205384,193.22227128999998,-0.9688564066123891,-0.2276393884516683,-0.09867553242833749
93.8,58577.8,2019-04-04 19:12:00,1.0001795574446,95.70024675999998,193.31357576,-0.9684632892427816,-0.22917644441127186,-0.09934182733047214
93.9,58577.9,2019-04-04 21:36:00,1.0002083998998,95.73843967999998,193.40488022999997,-0.9680701718731739,-0.23071350037087537,-0.1000081222326068
